temperature,humidity,label
20.7021,53.7475,Bật máy sưởi
30.2072,33.5161,Chế độ bình thường
39.4126,78.4961,Bật điều hòa
41.6610,63.9537,Bật điều hòa
0.1661,0.8505,Bật máy sưởi
11.2070,66.0051,Bật máy sưởi
86.2765,17.0162,Bật điều hòa
0.1233,72.4474,Bật máy sưởi
50.8167,56.7339,Bật điều hòa
48.9502,40.1483,Bật điều hòa
33.3094,69.4066,Bật điều hòa
43.1327,85.6593,Bật máy hút ẩm
78.0581,77.8744,Bật điều hòa
84.1204,54.5379,Bật điều hòa
26.0349,72.2694,Chế độ bình thường
32.2490,41.3915,Chế độ bình thường
24.2483,78.9026,Chế độ bình thường
47.9863,82.9052,Bật máy hút ẩm
68.3258,13.7294,Bật điều hòa
22.8253,23.8031,Bật máy sưởi
33.0736,26.9989,Bật điều hòa
93.0385,16.6082,Bật điều hòa
4.8569,39.2535,Bật máy sưởi
46.0770,19.3033,Bật điều hòa
71.1558,59.5539,Bật điều hòa
15.0454,10.1615,Bật máy sưởi
4.7374,26.9919,Bật máy sưởi
13.8205,66.5521,Bật máy sưởi
91.8823,39.8545,Bật điều hòa
0.9260,42.1463,Bật máy sưởi
18.8322,79.7925,Bật máy sưởi
3.1284,98.4512,Bật máy sưởi
11.0629,56.5068,Bật máy sưởi
62.0149,7.9067,Bật điều hòa
24.1639,10.2903,Chế độ bình thường
56.9212,96.8501,Bật máy hút ẩm
59.0195,67.9235,Bật điều hòa
84.9435,75.2469,Bật điều hòa
0.4741,67.5764,Bật máy sưởi
85.3369,17.9618,Bật điều hòa
61.9119,44.8362,Bật điều hòa
16.2743,79.8080,Bật máy sưởi
77.2937,86.6363,Bật máy hút ẩm
85.5492,23.7336,Bật điều hòa
25.4263,59.5962,Chế độ bình thường
91.8794,15.7102,Bật điều hòa
45.4457,95.8277,Bật máy hút ẩm
60.3424,25.2204,Bật điều hòa
98.4650,72.6635,Bật điều hòa
36.1536,23.1113,Bật điều hòa
81.3159,61.6054,Bật điều hòa
31.8399,65.9264,Chế độ bình thường
79.9214,32.8428,Bật điều hòa
60.0734,81.8834,Bật máy hút ẩm
21.6356,88.5371,Bật máy sưởi
41.4026,85.5070,Bật máy hút ẩm
31.7636,33.0798,Chế độ bình thường
7.8108,74.4340,Bật máy sưởi
2.9835,55.9491,Bật máy sưởi
34.6479,59.2628,Bật điều hòa
1.9034,47.7425,Bật máy sưởi
16.5488,60.0261,Bật máy sưởi
72.5183,13.5654,Bật điều hòa
70.8091,40.8847,Bật điều hòa
73.8580,17.7672,Bật điều hòa
31.7153,28.0106,Chế độ bình thường
89.0019,12.7815,Bật điều hòa
59.3831,21.2496,Bật điều hòa
12.6026,78.1929,Bật máy sưởi
14.3719,54.9836,Bật máy sưởi
69.3095,2.3643,Bật điều hòa
17.2944,78.8524,Bật máy sưởi
50.7293,90.9468,Bật máy hút ẩm
99.1774,88.0429,Bật máy hút ẩm
0.4008,82.3017,Bật máy sưởi
1.6580,99.2216,Bật máy sưởi
99.3085,58.6402,Bật điều hòa
58.4639,96.2588,Bật máy hút ẩm
12.6910,94.8844,Bật máy sưởi
89.7302,31.3239,Bật điều hòa
88.0380,86.3434,Bật máy hút ẩm
53.6200,79.2473,Bật điều hòa
62.1792,77.5799,Bật điều hòa
27.3187,89.6281,Chế độ bình thường
5.0520,38.4190,Bật máy sưởi
59.4568,40.0055,Bật điều hòa
29.4755,64.0052,Chế độ bình thường
66.3621,73.7805,Bật điều hòa
83.6245,87.9737,Bật máy hút ẩm
1.8161,87.5845,Bật máy sưởi
59.5714,72.1340,Bật điều hòa
23.1281,95.6893,Bật máy sưởi
87.3888,17.8629,Bật điều hòa
25.3665,95.0340,Chế độ bình thường
61.0770,6.4191,Bật điều hòa
55.3541,55.5622,Bật điều hòa
39.6167,9.0197,Bật điều hòa
67.7621,56.8001,Bật điều hòa
72.5770,39.0110,Bật điều hòa
56.6938,8.1609,Bật điều hòa
75.8422,64.8117,Bật điều hòa
98.3417,73.1198,Bật điều hòa
41.9272,17.4185,Bật điều hòa
51.4583,69.4437,Bật điều hòa
1.2470,17.9048,Bật máy sưởi
79.6029,13.7396,Bật điều hòa
52.0230,14.7363,Bật điều hòa
40.7961,59.9078,Bật điều hòa
9.4072,77.8791,Bật máy sưởi
88.9656,59.6894,Bật điều hòa
39.5007,80.9351,Bật máy hút ẩm
68.2582,59.1477,Bật điều hòa
14.9374,79.7321,Bật máy sưởi
96.1550,97.6523,Bật máy hút ẩm
17.8442,39.0960,Bật máy sưởi
19.9542,14.9942,Bật máy sưởi
85.8983,13.5397,Bật điều hòa
91.2583,59.7478,Bật điều hòa
21.2147,54.7103,Bật máy sưởi
46.9801,18.4235,Bật điều hòa
73.3495,88.2105,Bật máy hút ẩm
87.8366,95.6748,Bật máy hút ẩm
37.9053,25.3216,Bật điều hòa
51.7019,20.6883,Bật điều hòa
74.1716,21.3922,Bật điều hòa
73.1136,38.7422,Bật điều hòa
78.2960,85.3227,Bật máy hút ẩm
56.9934,59.5961,Bật điều hòa
10.4615,6.7553,Bật máy sưởi
90.3973,47.2979,Bật điều hòa
86.5573,9.0332,Bật điều hòa
79.8097,40.6214,Bật điều hòa
9.9862,40.3520,Bật máy sưởi
20.4397,64.8353,Bật máy sưởi
74.3600,54.9454,Bật điều hòa
2.3140,87.4755,Bật máy sưởi
97.9225,1.6275,Bật điều hòa
37.7145,77.3999,Bật điều hòa
71.9313,2.2658,Bật điều hòa
88.7571,30.4290,Bật điều hòa
39.4630,87.9663,Bật máy hút ẩm
31.9132,69.0414,Chế độ bình thường
60.8741,17.1997,Bật điều hòa
58.0989,49.0785,Bật điều hòa
40.9140,72.1904,Bật điều hòa
60.1775,93.7343,Bật máy hút ẩm
93.5381,63.4321,Bật điều hòa
46.7640,2.4675,Bật điều hòa
19.6742,49.9702,Bật máy sưởi
37.7206,15.2962,Bật điều hòa
39.4107,4.7780,Bật điều hòa
13.1109,59.8511,Bật máy sưởi
16.2872,77.6922,Bật máy sưởi
68.4562,3.6061,Bật điều hòa
33.9478,78.3589,Bật điều hòa
95.4898,70.6388,Bật điều hòa
24.3597,75.1987,Chế độ bình thường
9.8925,24.4728,Bật máy sưởi
75.3505,39.3595,Bật điều hòa
88.1036,11.9751,Bật điều hòa
27.8113,23.8891,Chế độ bình thường
20.2088,30.2790,Bật máy sưởi
18.5766,31.9437,Bật máy sưởi
52.2012,17.5040,Bật điều hòa
46.8417,18.8712,Bật điều hòa
25.9440,90.1470,Chế độ bình thường
4.5173,78.3894,Bật máy sưởi
48.1491,34.4478,Bật điều hòa
95.9332,94.7644,Bật máy hút ẩm
65.2519,23.8923,Bật điều hòa
49.5507,40.6820,Bật điều hòa
11.0692,81.3525,Bật máy sưởi
25.2436,44.2886,Chế độ bình thường
29.4774,23.4625,Chế độ bình thường
76.4804,36.8535,Bật điều hòa
87.6711,50.0721,Bật điều hòa
90.1642,62.0644,Bật điều hòa
98.4569,40.5606,Bật điều hòa
98.2367,43.1304,Bật điều hòa
95.2999,26.3944,Bật điều hòa
7.1822,53.5347,Bật máy sưởi
13.7794,21.9456,Bật máy sưởi
30.4467,86.7526,Chế độ bình thường
55.2898,74.7367,Bật điều hòa
9.6978,41.0279,Bật máy sưởi
84.5797,74.7228,Bật điều hòa
61.6756,0.6996,Bật điều hòa
54.2364,34.4489,Bật điều hòa
16.5311,44.0301,Bật máy sưởi
25.3255,46.9799,Chế độ bình thường
16.0312,74.8731,Bật máy sưởi
85.1933,96.2807,Bật máy hút ẩm
58.4228,37.9997,Bật điều hòa
73.5129,35.0600,Bật điều hòa
29.6033,61.0515,Chế độ bình thường
37.1253,28.1254,Bật điều hòa
40.4855,14.1350,Bật điều hòa
76.0015,96.1541,Bật máy hút ẩm
77.2353,80.9530,Bật máy hút ẩm
20.6814,95.8500,Bật máy sưởi
94.1539,21.7833,Bật điều hòa
12.0655,1.7809,Bật máy sưởi
89.6122,43.7262,Bật điều hòa
10.0396,93.3609,Bật máy sưởi
26.4540,13.8325,Chế độ bình thường
84.6479,11.7186,Bật điều hòa
17.9492,6.8953,Bật máy sưởi
41.3568,76.5018,Bật điều hòa
44.9859,78.5927,Bật điều hòa
24.5259,69.5376,Chế độ bình thường
71.0245,5.3292,Bật điều hòa
85.1335,72.3288,Bật điều hòa
87.4575,44.8629,Bật điều hòa
33.9322,15.7894,Bật điều hòa
53.0850,29.5126,Bật điều hòa
24.8406,50.1147,Chế độ bình thường
24.4797,32.9651,Chế độ bình thường
16.1254,96.9749,Bật máy sưởi
94.0019,47.4742,Bật điều hòa
88.7989,37.2151,Bật điều hòa
77.7359,67.3165,Bật điều hòa
51.7662,65.0545,Bật điều hòa
49.0608,0.2439,Bật điều hòa
52.9746,61.8474,Bật điều hòa
53.6568,24.3769,Bật điều hòa
43.4563,37.5234,Bật điều hòa
13.1755,70.6349,Bật máy sưởi
12.5664,55.7386,Bật máy sưởi
95.2250,36.8655,Bật điều hòa
48.2031,16.7410,Bật điều hòa
95.3206,50.5482,Bật điều hòa
16.3577,31.9366,Bật máy sưởi
55.4417,91.2928,Bật máy hút ẩm
20.7717,53.4347,Bật máy sưởi
25.3185,86.5964,Chế độ bình thường
3.0055,39.0181,Bật máy sưởi
11.8953,82.7437,Bật máy sưởi
91.6848,5.6537,Bật điều hòa
32.1533,29.8119,Chế độ bình thường
60.8129,7.8176,Bật điều hòa
46.5014,3.1650,Bật điều hòa
40.0451,91.8862,Bật máy hút ẩm
53.1886,71.6869,Bật điều hòa
18.7239,62.5110,Bật máy sưởi
98.8604,53.2493,Bật điều hòa
81.8308,56.9554,Bật điều hòa
74.1615,63.8690,Bật điều hòa
46.8759,82.6580,Bật máy hút ẩm
15.2877,59.6889,Bật máy sưởi
92.0666,74.8581,Bật điều hòa
34.1387,28.0978,Bật điều hòa
5.0107,97.6762,Bật máy sưởi
34.2404,3.1897,Bật điều hòa
79.4457,38.6577,Bật điều hòa
62.2709,88.2050,Bật máy hút ẩm
75.0839,18.0523,Bật điều hòa
79.3635,14.1338,Bật điều hòa
21.1955,36.5431,Bật máy sưởi
92.3783,42.8195,Bật điều hòa
43.7990,93.3394,Bật máy hút ẩm
63.9014,83.6120,Bật máy hút ẩm
0.2309,46.4090,Bật máy sưởi
99.3368,97.2975,Bật máy hút ẩm
28.0896,64.2278,Chế độ bình thường
6.2063,87.3659,Bật máy sưởi
45.8262,24.6057,Bật điều hòa
12.9030,48.8964,Bật máy sưởi
15.2327,2.9717,Bật máy sưởi
63.2283,0.8880,Bật điều hòa
39.2927,70.5453,Bật điều hòa
92.1852,11.8294,Bật điều hòa
31.9156,54.7808,Chế độ bình thường
72.6180,69.6007,Bật điều hòa
46.1099,3.2235,Bật điều hòa
65.9951,44.8741,Bật điều hòa
59.9695,68.4152,Bật điều hòa
47.2784,88.9731,Bật máy hút ẩm
95.0061,29.9230,Bật điều hòa
34.2714,97.4217,Bật máy hút ẩm
17.7236,84.4541,Bật máy sưởi
67.8094,65.0635,Bật điều hòa
84.6008,39.1926,Bật điều hòa
4.0254,71.1110,Bật máy sưởi
44.9633,81.6193,Bật máy hút ẩm
89.2488,30.3300,Bật điều hòa
74.9619,99.2830,Bật máy hút ẩm
99.1808,90.8619,Bật máy hút ẩm
53.1414,48.5501,Bật điều hòa
65.9996,72.2830,Bật điều hòa
30.2480,52.4009,Chế độ bình thường
94.7536,76.0931,Bật điều hòa
36.6335,82.6982,Bật máy hút ẩm
73.8511,2.3223,Bật điều hòa
40.3140,7.9132,Bật điều hòa
56.1819,33.6467,Bật điều hòa
71.9783,91.7614,Bật máy hút ẩm
50.8934,39.8274,Bật điều hòa
90.7086,88.7512,Bật máy hút ẩm
41.9301,46.2434,Bật điều hòa
64.7072,28.8853,Bật điều hòa
34.2362,90.0645,Bật máy hút ẩm
40.8157,56.0671,Bật điều hòa
44.0050,36.0484,Bật điều hòa
12.5807,4.4407,Bật máy sưởi
9.1724,11.0933,Bật máy sưởi
66.7490,13.9310,Bật điều hòa
65.5518,36.4836,Bật điều hòa
66.2910,60.7333,Bật điều hòa
1.9766,30.7590,Bật máy sưởi
32.6547,6.5528,Chế độ bình thường
19.7810,26.4809,Bật máy sưởi
77.8151,40.8682,Bật điều hòa
86.0630,99.2270,Bật máy hút ẩm
24.6680,39.2987,Chế độ bình thường
66.7849,8.9195,Bật điều hòa
12.9363,58.1115,Bật máy sưởi
27.5153,91.9640,Chế độ bình thường
13.8654,78.6696,Bật máy sưởi
28.3521,83.6218,Chế độ bình thường
67.4737,92.8232,Bật máy hút ẩm
91.0327,63.6544,Bật điều hòa
20.2522,99.4923,Bật máy sưởi
54.2079,3.3282,Bật điều hòa
70.1391,83.4840,Bật máy hút ẩm
95.2922,85.7011,Bật máy hút ẩm
61.0060,91.6700,Bật máy hút ẩm
25.5107,47.8169,Chế độ bình thường
62.5478,78.7756,Bật điều hòa
32.0491,19.5080,Chế độ bình thường
97.6128,60.3130,Bật điều hòa
39.9676,35.8645,Bật điều hòa
68.5428,59.6174,Bật điều hòa
2.3228,67.5561,Bật máy sưởi
40.0061,34.7069,Bật điều hòa
87.5108,21.6238,Bật điều hòa
61.0227,32.1688,Bật điều hòa
44.3943,66.3957,Bật điều hòa
93.5937,67.6874,Bật điều hòa
85.3984,74.1317,Bật điều hòa
32.2216,12.6537,Chế độ bình thường
54.4548,81.8517,Bật máy hút ẩm
48.9824,68.8148,Bật điều hòa
63.2203,3.0505,Bật điều hòa
33.4111,33.5598,Bật điều hòa
24.4205,46.6711,Chế độ bình thường
91.2672,36.0617,Bật điều hòa
92.3874,11.7417,Bật điều hòa
84.3323,20.7346,Bật điều hòa
97.8204,2.4561,Bật điều hòa
74.4992,9.3077,Bật điều hòa
76.4667,26.6300,Bật điều hòa
76.2590,81.9970,Bật máy hút ẩm
48.0608,52.6638,Bật điều hòa
45.6452,42.4498,Bật điều hòa
24.0226,66.2163,Chế độ bình thường
64.4819,54.1511,Bật điều hòa
28.9320,13.1514,Chế độ bình thường
25.7808,22.2623,Chế độ bình thường
58.5961,22.2522,Bật điều hòa
40.9982,59.9953,Bật điều hòa
21.8857,46.1624,Bật máy sưởi
81.6056,38.7585,Bật điều hòa
86.0570,55.6639,Bật điều hòa
16.7700,97.0116,Bật máy sưởi
0.7507,31.4193,Bật máy sưởi
33.6130,52.0195,Bật điều hòa
79.7511,48.0370,Bật điều hòa
83.9174,71.6643,Bật điều hòa
13.8329,73.0290,Bật máy sưởi
77.4336,72.9071,Bật điều hòa
11.5704,20.1520,Bật máy sưởi
39.0063,44.9093,Bật điều hòa
99.8610,81.1175,Bật máy hút ẩm
19.2591,38.1530,Bật máy sưởi
15.3964,98.4255,Bật máy sưởi
42.2800,36.4787,Bật điều hòa
61.9669,49.7667,Bật điều hòa
93.2901,47.4526,Bật điều hòa
98.0821,43.3664,Bật điều hòa
6.9641,84.5631,Bật máy sưởi
13.7998,15.5275,Bật máy sưởi
79.0738,56.7665,Bật điều hòa
27.0632,61.8602,Chế độ bình thường
88.4849,85.1221,Bật máy hút ẩm
66.3453,60.9200,Bật điều hòa
11.1845,96.0020,Bật máy sưởi
83.2529,87.2168,Bật máy hút ẩm
17.6356,34.8740,Bật máy sưởi
42.3495,85.9906,Bật máy hút ẩm
55.2185,95.8478,Bật máy hút ẩm
50.0766,25.7197,Bật điều hòa
68.6163,61.0209,Bật điều hòa
65.2687,28.1804,Bật điều hòa
99.2042,64.9567,Bật điều hòa
99.9422,9.3643,Bật điều hòa
51.6459,73.4188,Bật điều hòa
9.5199,41.9820,Bật máy sưởi
72.7843,58.7307,Bật điều hòa
97.6664,2.5862,Bật điều hòa
31.8326,69.5441,Chế độ bình thường
46.1209,49.5991,Bật điều hòa
42.4777,62.5251,Bật điều hòa
5.1419,31.5668,Bật máy sưởi
67.2264,14.5820,Bật điều hòa
35.3338,43.5429,Bật điều hòa
78.7464,94.3979,Bật máy hút ẩm
83.2120,22.7794,Bật điều hòa
82.1231,67.5839,Bật điều hòa
41.6666,4.9844,Bật điều hòa
32.1546,71.8100,Chế độ bình thường
74.8821,23.8437,Bật điều hòa
80.1389,45.1517,Bật điều hòa
49.1257,36.7753,Bật điều hòa
89.3031,11.2840,Bật điều hòa
14.3909,34.5582,Bật máy sưởi
87.9069,35.0125,Bật điều hòa
9.6095,52.2106,Bật máy sưởi
15.3526,97.2352,Bật máy sưởi
53.3840,47.0018,Bật điều hòa
6.7518,91.4426,Bật máy sưởi
5.2807,46.1558,Bật máy sưởi
0.0519,10.7543,Bật máy sưởi
43.6317,23.0153,Bật điều hòa
77.4624,40.7518,Bật điều hòa
3.4838,32.5369,Bật máy sưởi
65.2258,86.5829,Bật máy hút ẩm
82.3127,67.8646,Bật điều hòa
16.8001,57.8308,Bật máy sưởi
14.6864,49.1230,Bật máy sưởi
86.0801,39.7271,Bật điều hòa
82.3125,61.2192,Bật điều hòa
53.8942,12.4607,Bật điều hòa
81.9200,16.2533,Bật điều hòa
9.2756,30.3116,Bật máy sưởi
39.4482,17.1185,Bật điều hòa
73.7798,67.7099,Bật điều hòa
25.7452,2.4768,Chế độ bình thường
75.2329,16.0177,Bật điều hòa
50.4179,90.2608,Bật máy hút ẩm
75.0266,99.7543,Bật máy hút ẩm
46.4680,48.7590,Bật điều hòa
36.7904,49.5370,Bật điều hòa
21.9189,77.3399,Bật máy sưởi
20.8379,3.6190,Bật máy sưởi
75.1491,42.7021,Bật điều hòa
11.8910,9.9828,Bật máy sưởi
8.5982,40.0926,Bật máy sưởi
17.6291,98.3822,Bật máy sưởi
17.5347,75.3633,Bật máy sưởi
82.3108,98.5046,Bật máy hút ẩm
39.8507,74.6049,Bật điều hòa
99.0388,60.8110,Bật điều hòa
13.7211,75.4221,Bật máy sưởi
65.3540,65.9092,Bật điều hòa
44.8730,46.4066,Bật điều hòa
39.2918,29.2546,Bật điều hòa
87.5084,52.0178,Bật điều hòa
97.5596,25.8493,Bật điều hòa
87.2859,48.6676,Bật điều hòa
19.2301,14.6135,Bật máy sưởi
22.0798,56.5395,Bật máy sưởi
65.6074,24.5284,Bật điều hòa
28.9084,29.3608,Chế độ bình thường
73.4725,49.9028,Bật điều hòa
56.6421,16.2526,Bật điều hòa
55.0909,96.2380,Bật máy hút ẩm
82.8547,44.6944,Bật điều hòa
71.0533,35.2279,Bật điều hòa
2.6578,2.9197,Bật máy sưởi
4.9459,84.3254,Bật máy sưởi
60.1558,62.5834,Bật điều hòa
48.6192,41.6405,Bật điều hòa
26.0185,24.5533,Chế độ bình thường
41.8656,74.5137,Bật điều hòa
75.7910,94.5475,Bật máy hút ẩm
82.6611,38.0810,Bật điều hòa
56.1223,13.4876,Bật điều hòa
38.5369,10.9195,Bật điều hòa
27.0697,0.6362,Chế độ bình thường
52.1918,74.3955,Bật điều hòa
31.4750,98.1395,Chế độ bình thường
56.4095,99.2818,Bật máy hút ẩm
67.6652,78.4197,Bật điều hòa
6.6079,16.2184,Bật máy sưởi
0.1067,97.7709,Bật máy sưởi
21.2277,32.7813,Bật máy sưởi
89.4511,33.3620,Bật điều hòa
64.6291,68.7337,Bật điều hòa
17.1960,4.9049,Bật máy sưởi
89.0264,82.5770,Bật máy hút ẩm
46.9956,99.7297,Bật máy hút ẩm
47.6092,77.5070,Bật điều hòa
93.5542,78.1676,Bật điều hòa
5.9487,39.0314,Bật máy sưởi
21.5178,6.5921,Bật máy sưởi
58.5771,79.2667,Bật điều hòa
19.5487,59.7158,Bật máy sưởi
67.9527,90.9339,Bật máy hút ẩm
21.4092,11.5963,Bật máy sưởi
9.9157,30.5123,Bật máy sưởi
20.6985,36.0656,Bật máy sưởi
42.2734,68.3280,Bật điều hòa
17.6138,78.7745,Bật máy sưởi
13.4692,96.1020,Bật máy sưởi
86.0282,29.5407,Bật điều hòa
32.0397,49.3636,Chế độ bình thường
36.0759,2.8961,Bật điều hòa
5.5270,25.2988,Bật máy sưởi
35.7370,37.4004,Bật điều hòa
26.4807,59.3806,Chế độ bình thường
61.0485,47.0845,Bật điều hòa
20.5390,36.4475,Bật máy sưởi
88.8365,62.4078,Bật điều hòa
92.9667,82.8616,Bật máy hút ẩm
9.9831,24.1681,Bật máy sưởi
10.7403,34.2876,Bật máy sưởi
11.5326,70.4924,Bật máy sưởi
61.9569,77.7941,Bật điều hòa
12.1969,82.5397,Bật máy sưởi
85.2382,20.9331,Bật điều hòa
75.4272,53.9267,Bật điều hòa
81.9809,90.0011,Bật máy hút ẩm
52.6061,39.1950,Bật điều hòa
99.6677,42.9883,Bật điều hòa
4.4175,98.4823,Bật máy sưởi
40.1265,11.3053,Bật điều hòa
32.3937,70.5602,Chế độ bình thường
94.8645,85.0184,Bật máy hút ẩm
57.6861,15.0794,Bật điều hòa
80.6191,71.4453,Bật điều hòa
17.0341,46.9738,Bật máy sưởi
97.8634,85.2891,Bật máy hút ẩm
49.8640,90.7452,Bật máy hút ẩm
49.3672,87.2485,Bật máy hút ẩm
97.0885,6.4385,Bật điều hòa
38.0732,75.6855,Bật điều hòa
39.7525,92.1528,Bật máy hút ẩm
58.4753,62.1348,Bật điều hòa
12.8053,60.0876,Bật máy sưởi
32.1086,4.5005,Chế độ bình thường
19.3208,85.6033,Bật máy sưởi
10.3283,4.6404,Bật máy sưởi
86.6145,31.3510,Bật điều hòa
58.9331,92.5863,Bật máy hút ẩm
35.8673,94.9745,Bật máy hút ẩm
40.8669,99.1901,Bật máy hút ẩm
43.1519,47.6402,Bật điều hòa
63.3149,17.7430,Bật điều hòa
92.6769,48.7944,Bật điều hòa
93.2780,10.2313,Bật điều hòa
39.1492,87.2536,Bật máy hút ẩm
32.9262,56.0537,Chế độ bình thường
45.1047,40.4506,Bật điều hòa
56.7934,7.9531,Bật điều hòa
46.1818,40.5241,Bật điều hòa
65.8753,86.6192,Bật máy hút ẩm
55.4399,70.3406,Bật điều hòa
32.0716,8.2456,Chế độ bình thường
34.5731,15.9907,Bật điều hòa
37.8593,39.2308,Bật điều hòa
9.4640,10.1375,Bật máy sưởi
16.6063,93.4041,Bật máy sưởi
72.3114,65.2292,Bật điều hòa
38.9097,9.4823,Bật điều hòa
21.4539,78.8057,Bật máy sưởi
56.2672,36.8406,Bật điều hòa
75.5540,24.4871,Bật điều hòa
25.7422,56.9985,Chế độ bình thường
82.6790,1.3372,Bật điều hòa
92.7505,46.5398,Bật điều hòa
59.7395,84.3805,Bật máy hút ẩm
66.8948,92.8058,Bật máy hút ẩm
5.2576,34.2555,Bật máy sưởi
94.5520,64.2437,Bật điều hòa
39.2485,22.6823,Bật điều hòa
92.3900,56.0213,Bật điều hòa
57.8978,25.4028,Bật điều hòa
0.4619,57.1357,Bật máy sưởi
3.8542,17.1722,Bật máy sưởi
68.0419,94.1233,Bật máy hút ẩm
56.2668,88.6917,Bật máy hút ẩm
2.6532,33.6918,Bật máy sưởi
74.3460,77.6663,Bật điều hòa
85.2145,9.5504,Bật điều hòa
49.6417,74.0361,Bật điều hòa
46.5757,28.2459,Bật điều hòa
0.5473,13.5642,Bật máy sưởi
78.6650,67.8191,Bật điều hòa
33.0716,46.9807,Bật điều hòa
87.8764,53.0140,Bật điều hòa
37.3061,52.0530,Bật điều hòa
56.5078,5.9448,Bật điều hòa
27.0342,5.1380,Chế độ bình thường
16.0588,60.1168,Bật máy sưởi
77.4908,62.3865,Bật điều hòa
49.6590,4.7175,Bật điều hòa
53.6488,37.8439,Bật điều hòa
96.5416,61.2851,Bật điều hòa
96.3580,65.6681,Bật điều hòa
85.5642,82.8276,Bật máy hút ẩm
18.7609,42.0732,Bật máy sưởi
59.4273,54.8258,Bật điều hòa
87.8147,57.8560,Bật điều hòa
37.4464,31.2045,Bật điều hòa
10.1106,5.3825,Bật máy sưởi
81.0963,0.4226,Bật điều hòa
48.1764,83.6125,Bật máy hút ẩm
56.4393,20.0232,Bật điều hòa
98.2144,63.0255,Bật điều hòa
60.7211,57.7047,Bật điều hòa
42.4979,39.9633,Bật điều hòa
36.9984,83.3493,Bật máy hút ẩm
41.7619,69.8402,Bật điều hòa
11.8399,2.2741,Bật máy sưởi
79.4751,77.6694,Bật điều hòa
83.7717,50.6999,Bật điều hòa
28.4397,34.7019,Chế độ bình thường
30.3797,72.6885,Chế độ bình thường
87.4334,68.6066,Bật điều hòa
2.3970,31.0588,Bật máy sưởi
52.0457,98.3039,Bật máy hút ẩm
46.3676,64.8708,Bật điều hòa
69.0127,60.5780,Bật điều hòa
16.3392,6.9880,Bật máy sưởi
66.8331,27.9319,Bật điều hòa
37.6734,44.6974,Bật điều hòa
61.8715,63.0626,Bật điều hòa
4.0095,51.2764,Bật máy sưởi
46.1727,76.3033,Bật điều hòa
52.2251,26.2568,Bật điều hòa
21.4326,70.2157,Bật máy sưởi
13.9624,81.6597,Bật máy sưởi
18.8474,76.5050,Bật máy sưởi
34.4141,77.0847,Bật điều hòa
9.6810,88.8507,Bật máy sưởi
94.7320,8.4179,Bật điều hòa
40.4994,69.7192,Bật điều hòa
80.8970,96.8678,Bật máy hút ẩm
97.4417,57.3651,Bật điều hòa
8.0735,21.7316,Bật máy sưởi
65.1669,99.8754,Bật máy hút ẩm
87.1409,17.4677,Bật điều hòa
63.4234,33.5558,Bật điều hòa
42.9026,17.2062,Bật điều hòa
43.1076,46.4513,Bật điều hòa
3.5899,41.8876,Bật máy sưởi
53.4601,49.1241,Bật điều hòa
99.3543,92.7983,Bật máy hút ẩm
95.8708,47.8324,Bật điều hòa
4.0399,51.4626,Bật máy sưởi
70.5797,88.6682,Bật máy hút ẩm
30.1765,81.7758,Chế độ bình thường
90.2989,23.9722,Bật điều hòa
4.5115,1.2926,Bật máy sưởi
93.5874,62.9500,Bật điều hòa
83.7476,84.4850,Bật máy hút ẩm
11.7504,55.2850,Bật máy sưởi
5.9824,21.1177,Bật máy sưởi
83.4708,74.1355,Bật điều hòa
15.5758,66.9539,Bật máy sưởi
53.4898,56.5033,Bật điều hòa
91.5745,86.3336,Bật máy hút ẩm
56.7448,78.4242,Bật điều hòa
39.7233,66.7952,Bật điều hòa
44.5016,66.4759,Bật điều hòa
6.3117,66.2203,Bật máy sưởi
96.8752,52.5165,Bật điều hòa
31.0654,46.3922,Chế độ bình thường
18.9363,70.9600,Bật máy sưởi
28.6047,61.0494,Chế độ bình thường
96.4373,48.9981,Bật điều hòa
9.4286,12.6661,Bật máy sưởi
86.7303,70.1929,Bật điều hòa
70.7844,64.5999,Bật điều hòa
83.0019,34.2248,Bật điều hòa
97.5898,35.6323,Bật điều hòa
84.2155,24.6722,Bật điều hòa
94.3382,96.1915,Bật máy hút ẩm
12.6935,86.0201,Bật máy sưởi
79.5789,56.1049,Bật điều hòa
54.5676,40.1653,Bật điều hòa
54.3496,73.6825,Bật điều hòa
89.8922,52.7728,Bật điều hòa
97.1804,97.5851,Bật máy hút ẩm
70.4838,5.5123,Bật điều hòa
48.2938,3.4286,Bật điều hòa
45.6404,56.8611,Bật điều hòa
38.6341,20.3279,Bật điều hòa
36.1599,60.4304,Bật điều hòa
39.1507,78.1423,Bật điều hòa
8.9753,13.8110,Bật máy sưởi
7.7436,44.0608,Bật máy sưởi
77.9870,68.8667,Bật điều hòa
44.6073,83.3864,Bật máy hút ẩm
93.0684,49.6344,Bật điều hòa
61.2221,20.6154,Bật điều hòa
3.5176,58.5799,Bật máy sưởi
15.7523,45.4517,Bật máy sưởi
20.5820,77.1925,Bật máy sưởi
97.5736,55.5576,Bật điều hòa
21.8704,27.9423,Bật máy sưởi
51.5756,75.4393,Bật điều hòa
93.6177,51.7747,Bật điều hòa
97.7193,17.7547,Bật điều hòa
23.6360,56.3072,Bật máy sưởi
4.9118,94.8320,Bật máy sưởi
15.3602,70.5516,Bật máy sưởi
6.3328,29.8803,Bật máy sưởi
19.5124,71.0873,Bật máy sưởi
